model_role,checkpoint_path,checkpoint_filename,checkpoint_sha256,training_kimg,file_size,modification_time,architecture_identity,training_subset_size,training_configuration_source,training_configuration_sha256,ema_status,label_conditioning_status,loadability_status,inventory_status,rejection_reason
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-020000.pkl,network-snapshot-020000.pkl,c128e9836eece776ee9703e3b8bf2badba98958f7c866b86e70e8d4d3120087f,20000,223159918,2026-04-17T16:46:18.982394+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-022000.pkl,network-snapshot-022000.pkl,93fcf8d7d1add54d91e3931e34d4c2464379900ca97973708cacdadaa240fe46,22000,223159918,2026-04-17T19:04:49.372605+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-024000.pkl,network-snapshot-024000.pkl,fe4803025035d2cb72de45d583dba1453317671025d5de328068933705a05482,24000,223159918,2026-04-17T21:23:34.811191+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-026000.pkl,network-snapshot-026000.pkl,10a0a782a5d3ab1a0036fb4854b4520a5ce7bcfc62fc4b6e5cafe5644baffdfb,26000,223159918,2026-04-17T23:42:13.240835+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-028000.pkl,network-snapshot-028000.pkl,19f2b8ab2702c0fde95204d3b55e1933ebda6ef019db45c2d5334dd116ba38d3,28000,223159918,2026-04-18T02:00:38.205333+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-030000.pkl,network-snapshot-030000.pkl,a27ad555ad69cc42d5ebd5afe2322b8645c66009694632f3ddae9404d87b8ad5,30000,223159918,2026-04-18T04:18:53.361215+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-032000.pkl,network-snapshot-032000.pkl,c8a581c6247b561a8a20362547a8926285fc4486b98b883479685d711abc2ae5,32000,223159918,2026-04-18T06:37:33.117856+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-034000.pkl,network-snapshot-034000.pkl,b703fb981b193efb172768febd303cd249153075f25129d394d6221011fcd31d,34000,223159918,2026-04-18T08:55:37.945149+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-036000.pkl,network-snapshot-036000.pkl,4848c7cc353fb8c0e6307dee71a1253e973e12c3631adddca7e911bcb669c347,36000,223159918,2026-04-18T11:15:06.293922+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-038000.pkl,network-snapshot-038000.pkl,bcd8c9eccccccc1dc772259c703b66035ad410dc1c5aef57eddf17e58a8cbede,38000,223159918,2026-04-18T13:33:34.807940+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_1k,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/network-snapshot-040000.pkl,network-snapshot-040000.pkl,8e53dd93177c0144d38508c5634ae9ffbce303b6c8209af65085d376ce9026a1,40000,223159918,2026-04-18T15:52:26.477295+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",1000,/mnt/pixstor/data/xggh8/zw-lab/exp_004_standard_edm_n1000_40000kimg_20260415/config_used.yaml,a2cd6b4f424f7c043aa64dd84b0a243c56e1e8df9766acfd67d9d9652214c2dd,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-000000.pkl,network-snapshot-000000.pkl,be2edd55b7289698e5b1b57a347bcee1535f4dd31c79f7cdf373e86bc5ef16d3,0,223159918,2026-07-26T07:42:44.611180+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-002000.pkl,network-snapshot-002000.pkl,a6703748446ea21f009e77e135aea45e67b6af982adb7c79e98ef9693753bfda,2000,223159918,2026-07-26T10:00:57.810722+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-004000.pkl,network-snapshot-004000.pkl,4b9ca797f736a3eebfbcaf2f7bf93425b442f1f2b5a543f2b0d4bc4281c07850,4000,223159918,2026-07-26T12:19:09.167383+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-006000.pkl,network-snapshot-006000.pkl,aae54873fd3eda30b7869cd55b7376b0cabca6dd660a7c11761230effc0edf8a,6000,223159918,2026-07-26T14:37:26.684344+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-008000.pkl,network-snapshot-008000.pkl,0e46af1998cd7573d08f2f2255f5e862e6f506dfc09a4fae2a66c1edef2ed455,8000,223159918,2026-07-26T16:54:23.756541+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-010000.pkl,network-snapshot-010000.pkl,1c6d4ea9b3334820a7d3735968290b65015f720948e783ff3c00269c34e6926b,10000,223159918,2026-07-26T19:12:23.841224+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-012000.pkl,network-snapshot-012000.pkl,7421b4b2c958b56dc4ea92febac3815993585b6794425811221cbdbc99f04816,12000,223159918,2026-07-26T21:30:24.112125+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-014000.pkl,network-snapshot-014000.pkl,b5c49a751e981dc3dfca0f11ce3bb3d4a4fd660d70e15efa4f913b69b28d6254,14000,223159918,2026-07-26T23:48:24.529493+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-016000.pkl,network-snapshot-016000.pkl,5049261547019d63dc716b5ed66b4bf1c949c56e4194c34115b824dd212eafcf,16000,223159918,2026-07-27T02:06:29.706772+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-018000.pkl,network-snapshot-018000.pkl,c52cb32b947680c3860d00793ab95e17c71c1dfd52b2f38939a738abe4737ead,18000,223159918,2026-07-27T04:24:31.388852+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-020000.pkl,network-snapshot-020000.pkl,7b8cc496cf0d28d3aa9f1735206ce62fc37901006e20104dc72ee88ebbad95f8,20000,223159918,2026-07-27T06:42:59.175374+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-022000.pkl,network-snapshot-022000.pkl,1c21cecc969fc87c7077b21e0280204425c5ad8d3b73237bceeeeab7118b32a0,22000,223159918,2026-07-27T09:01:29.789500+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-024000.pkl,network-snapshot-024000.pkl,d1e1fead14cb123b49b194df2b8bc1b163a48292fceb206cdc203b1bfda92064,24000,223159918,2026-07-27T11:20:04.712465+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-026000.pkl,network-snapshot-026000.pkl,9a1bccc71ef31894cf80428f5fd26669713dae4212eb28d129b04110f89459b0,26000,223159918,2026-07-27T13:38:36.643422+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
edm_50k,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/network-snapshot-028000.pkl,network-snapshot-028000.pkl,1330035a519ed30160d752013b834a22183212bbaded2bbee44972c5a83c0cf0,28000,223159918,2026-07-27T15:56:04.983243+00:00,"{""class"": ""_imported_module_18e0ae85f1604edc8012c592545564bd.persistent_class.<locals>.Decorator"", ""img_channels"": 3, ""img_resolution"": 32, ""label_dim"": 0, ""sigma_max"": Infinity, ""sigma_min"": 0.0}",50000,/mnt/pixstor/data/xggh8/zw-lab/e005_edm50k_matched_40000kimg/config_used.yaml,464576709477f0ff74e12bbd66b8ac8afcb19dfa6f4127add42e3ac0e4efd106,present,unconditional,pass,accepted,
