experiment_id,image_id,dataset_index,class_id,class_name,cutoff_radius,cutoff_normalized,total_energy,low_energy,high_energy,low_energy_fraction,high_energy_fraction,reconstruction_max_abs_error,energy_decomposition_relative_error,orthogonality_relative_error,high_display_scale
E004,cifar10-test-00002,2,8,ship,2,0.125,816.51106497501132,570.39085173405465,246.12021324095463,0.69857087821768959,0.30142912178230791,7.2164496600635175e-16,2.5062282273562526e-15,3.4944696963463373e-17,0.72673877692548083
E004,cifar10-test-00002,2,8,ship,3,0.1875,816.51106497501132,652.13358075608744,164.37748421892121,0.79868309044415153,0.20131690955584522,7.7715611723760958e-16,3.2720201857151074e-15,2.2707254447075421e-17,0.72673877692548083
E004,cifar10-test-00002,2,8,ship,4,0.25,816.51106497501132,681.94651982002551,134.56454515498439,0.83519568695728075,0.16480431304271748,7.2164496600635175e-16,1.7404362689973976e-15,1.5772703687788915e-17,0.72673877692548083
E004,cifar10-test-00002,2,8,ship,5,0.3125,816.51106497501132,715.02147484604109,101.48959012896776,0.87570334992082899,0.12429665007916797,7.3031858338623579e-16,3.0283591080554716e-15,1.3325215184511325e-17,0.72673877692548083
E004,cifar10-test-00002,2,8,ship,6,0.375,816.51106497501132,733.86678288195913,82.644282093049043,0.89878363486037816,0.10121636513961793,7.3552275381416621e-16,3.8637685171742225e-15,1.4548959436150121e-17,0.72673877692548083
E004,cifar10-test-00002,2,8,ship,8,0.5,816.51106497501132,763.51385265346005,52.997212321548844,0.93509308741189778,0.064906912588099192,7.6327832942979512e-16,2.97614601998555e-15,1.3597158351542169e-18,0.72673877692548083
E004,cifar10-test-00011,11,9,truck,2,0.125,784.25011918493055,420.01060172530867,364.23951745962023,0.53555694981828605,0.46444305018171189,6.9388939039072284e-16,2.1019558768785045e-15,1.2174582799808149e-17,0.72194183613940277
E004,cifar10-test-00011,11,9,truck,3,0.1875,784.25011918493055,541.26154451729258,242.9885746676357,0.69016444024238666,0.30983555975761051,6.9388939039072284e-16,2.8992494853496614e-15,1.6987789953220674e-18,0.72194183613940277
E004,cifar10-test-00011,11,9,truck,4,0.25,784.25011918493055,606.84961540452127,177.40050378040723,0.77379601298016853,0.22620398701982883,6.9388939039072284e-16,2.6093245368146952e-15,2.9870197334413018e-17,0.72194183613940277
E004,cifar10-test-00011,11,9,truck,5,0.3125,784.25011918493055,658.41760185065209,125.83251733427591,0.8395505282612441,0.16044947173875265,7.6327832942979512e-16,3.2616556710183692e-15,9.0601546417176926e-18,0.72194183613940277
E004,cifar10-test-00011,11,9,truck,6,0.375,784.25011918493055,674.799717512386,109.45040167254174,0.86043941977809824,0.13956058022189821,6.6613381477509392e-16,3.5878212381202058e-15,1.1466758218423954e-17,0.72194183613940277
E004,cifar10-test-00011,11,9,truck,8,0.5,784.25011918493055,711.02891053256485,73.22120865236505,0.90663538728121029,0.093364612718788861,7.4940054162198066e-16,8.3353422703802766e-16,1.0228065201001613e-17,0.72194183613940277
E004,cifar10-test-00014,14,9,truck,2,0.125,633.99197231834,217.89184305783982,416.1001292604995,0.34368233758712641,0.65631766241287248,6.6613381477509392e-16,1.0759142956264273e-15,3.4147670515487195e-18,0.90060508800732952
E004,cifar10-test-00014,14,9,truck,3,0.1875,633.99197231834,338.96985467256388,295.02211764577521,0.53465953745919104,0.46534046254080758,6.106226635438361e-16,1.4345523941685698e-15,2.6267438858067072e-18,0.90060508800732952
E004,cifar10-test-00014,14,9,truck,4,0.25,633.99197231834,425.32222331003965,208.66974900829877,0.67086373626269968,0.32913626373729782,7.4940054162198066e-16,2.5104666897949969e-15,7.6613363336028958e-19,0.90060508800732952
